Type;Date;Notes;Labels;From_Account;From_Amount;From_Amount_LCY;From_Currency;From_Exchange_Rate;To_Account;To_Amount;To_Amount_LCY;To_Currency;To_Exchange_Rate;Time;Payment type;Payment status;Place
Transfer;2021-08-10;;[];AirBank - Spořící;1000.0;1000.0;CZK;1.0;AirBank - Společný;1000.0;1000.0;CZK;1.0;17:35;Transfer;Reconciled;
Transfer;2021-08-10;;[];AirBank - Spořící;8180.5;8180.5;CZK;1.0;AirBank - Společný;8180.5;8180.5;CZK;1.0;10:50;Transfer;Reconciled;
Transfer;2021-08-01;;[];KB - Personal - účet;500.0;500.0;CZK;1.0;Benzina - Karta;500.0;500.0;CZK;1.0;12:33;Transfer;Cleared;
Transfer;2021-07-29;;[];KB - Personal - účet;1000.0;1000.0;CZK;1.0;CZK;1000.0;1000.0;CZK;1.0;11:36;Transfer;Cleared;
Transfer;2021-07-28;;[];AirBank - Spořící;5146.8;5146.8;CZK;1.0;AirBank - Společný;5146.8;5146.8;CZK;1.0;20:51;Transfer;Reconciled;
Transfer;2021-07-20;;[];KB - Personal - účet;500.0;500.0;CZK;1.0;CZK;500.0;500.0;CZK;1.0;16:58;Transfer;Cleared;
Transfer;2021-07-16;;[];KB - Personal - účet;1000.0;1000.0;CZK;1.0;AirBank - VASKO TechDesign;1000.0;1000.0;CZK;1.0;16:03;Transfer;Reconciled;
Transfer;2021-07-14;;[];KB - Personal - účet;2000.0;2000.0;CZK;1.0;CZK;2000.0;2000.0;CZK;1.0;18:01;Transfer;Cleared;
Transfer;2021-07-14;;[];AirBank - VASKO TechDesign;10.0;10.0;CZK;1.0;Sazka;10.0;10.0;CZK;1.0;15:00;Transfer;Reconciled;
Transfer;2021-07-14;;[];AirBank - VASKO TechDesign;100.0;100.0;CZK;1.0;Tipsport;100.0;100.0;CZK;1.0;14:50;Transfer;Reconciled;
Transfer;2021-07-14;;[];AirBank - VASKO TechDesign;10.0;10.0;CZK;1.0;SynotTip;10.0;10.0;CZK;1.0;14:45;Transfer;Reconciled;
Transfer;2021-07-14;;[];AirBank - VASKO TechDesign;200.0;200.0;CZK;1.0;Fortuna;200.0;200.0;CZK;1.0;14:38;Transfer;Reconciled;
Transfer;2021-07-14;;[];AirBank - VASKO TechDesign;100.0;100.0;CZK;1.0;Chance;100.0;100.0;CZK;1.0;14:30;Transfer;Reconciled;
Transfer;2021-07-14;;[];KB - Personal - účet;1000.0;1000.0;CZK;1.0;AirBank - VASKO TechDesign;1000.0;1000.0;CZK;1.0;10:36;Transfer;Reconciled;
Transfer;2021-07-14;;['Vklad - Honza'];KB - Personal - účet;5000.0;5000.0;CZK;1.0;AirBank - Společný;5000.0;5000.0;CZK;1.0;07:23;Transfer;Reconciled;
Transfer;2021-07-14;;['Vklad - Honza'];KB - Personal - účet;15000.0;15000.0;CZK;1.0;AirBank - Spořící;15000.0;15000.0;CZK;1.0;07:23;Transfer;Reconciled;
Transfer;2021-07-11;;[];AirBank - Spořící;1000.0;1000.0;CZK;1.0;AirBank - Společný;1000.0;1000.0;CZK;1.0;16:32;Transfer;Reconciled;
Transfer;2021-07-08;;[];CZK - Společný;1000.0;1000.0;CZK;1.0;AirBank - Společný;1000.0;1000.0;CZK;1.0;17:19;Transfer;Reconciled;
Transfer;2021-07-07;;[];AirBank - Spořící;760.0;760.0;CZK;1.0;AirBank - Společný;760.0;760.0;CZK;1.0;08:53;Transfer;Reconciled;
Transfer;2021-07-05;;[];AirBank - Společný;1000.0;1000.0;CZK;1.0;CZK - Společný;1000.0;1000.0;CZK;1.0;13:02;Transfer;Reconciled;
Transfer;2021-07-05;;[];AirBank - Spořící;1380.0;1380.0;CZK;1.0;AirBank - Společný;1380.0;1380.0;CZK;1.0;08:00;Transfer;Reconciled;
Transfer;2021-07-04;;[];AirBank - Spořící;3272.0;3272.0;CZK;1.0;AirBank - Společný;3272.0;3272.0;CZK;1.0;09:19;Transfer;Reconciled;
Transfer;2021-07-04;;[];AirBank - Spořící;1927.9;1927.9;CZK;1.0;AirBank - Společný;1927.9;1927.9;CZK;1.0;09:08;Transfer;Reconciled;
Transfer;2021-07-02;;[];KB - Personal - účet;1000.0;1000.0;CZK;1.0;CZK;1000.0;1000.0;CZK;1.0;19:12;Transfer;Cleared;
Transfer;2021-07-01;;[];AirBank - Spořící;1079.0;1079.0;CZK;1.0;AirBank - Společný;1079.0;1079.0;CZK;1.0;19:44;Transfer;Reconciled;
Transfer;2021-06-30;;[];AirBank - Spořící;1296.66;1296.66;CZK;1.0;AirBank - Společný;1296.66;1296.66;CZK;1.0;19:53;Transfer;Reconciled;
Transfer;2021-06-30;;[];AirBank - Spořící;840.0;840.0;CZK;1.0;AirBank - Společný;840.0;840.0;CZK;1.0;19:16;Transfer;Reconciled;
Transfer;2021-06-28;;[];KB - Personal - účet;500.0;500.0;CZK;1.0;CZK;500.0;500.0;CZK;1.0;13:59;Transfer;Cleared;
Transfer;2021-06-25;;[];AirBank - Společný;1300.0;1300.0;CZK;1.0;AirBank - Spořící;1300.0;1300.0;CZK;1.0;14:24;Transfer;Reconciled;
Transfer;2021-06-25;;[];CZK - Společný;1300.0;1300.0;CZK;1.0;AirBank - Společný;1300.0;1300.0;CZK;1.0;14:24;Transfer;Reconciled;
Transfer;2021-06-25;;[];AirBank - Spořící;69.0;69.0;CZK;1.0;AirBank - Společný;69.0;69.0;CZK;1.0;09:24;Transfer;Reconciled;
Transfer;2021-06-24;;[];AirBank - Spořící;110.0;110.0;CZK;1.0;AirBank - Společný;110.0;110.0;CZK;1.0;11:40;Transfer;Reconciled;
Transfer;2021-06-22;;[];AirBank - Společný;5000.0;5000.0;CZK;1.0;AirBank - Spořící;5000.0;5000.0;CZK;1.0;17:16;Transfer;Reconciled;
Transfer;2021-06-22;;[];CZK - Společný;5000.0;5000.0;CZK;1.0;AirBank - Společný;5000.0;5000.0;CZK;1.0;17:14;Transfer;Reconciled;
Transfer;2021-06-21;;[];KB - Personal - účet;500.0;500.0;CZK;1.0;AirBank - VASKO TechDesign;500.0;500.0;CZK;1.0;08:41;Transfer;Reconciled;
Transfer;2021-06-18;;[];KB - Personal - účet;1000.0;1000.0;CZK;1.0;CZK;1000.0;1000.0;CZK;1.0;19:29;Transfer;Cleared;
Transfer;2021-06-18;Uroky svatebni pujcky;[];AirBank - Spořící;339.45;339.45;CZK;1.0;AirBank - Společný;339.45;339.45;CZK;1.0;16:22;Transfer;Reconciled;
Transfer;2021-06-18;;[];AirBank - Spořící;3700.0;3700.0;CZK;1.0;AirBank - Společný;3700.0;3700.0;CZK;1.0;16:21;Transfer;Reconciled;
Transfer;2021-06-18;;[];CZK - Společný;146300.0;146300.0;CZK;1.0;AirBank - Společný;146300.0;146300.0;CZK;1.0;15:18;Transfer;Reconciled;
Transfer;2021-06-18;;['Vklad - Honza'];KB - Personal - účet;500.0;500.0;CZK;1.0;AirBank - Spořící;500.0;500.0;CZK;1.0;11:06;Transfer;Reconciled;
Transfer;2021-06-18;Rozmenebi penez;[];CZK - Společný;500.0;500.0;CZK;1.0;CZK;500.0;500.0;CZK;1.0;11:05;Transfer;Reconciled;
Transfer;2021-06-17;;[];KB - Personal - účet;500.0;500.0;CZK;1.0;AirBank - VASKO TechDesign;500.0;500.0;CZK;1.0;14:18;Transfer;Reconciled;
Transfer;2021-06-16;;[];KB - Personal - účet;1500.0;1500.0;CZK;1.0;CZK;1500.0;1500.0;CZK;1.0;17:55;Transfer;Cleared;
Transfer;2021-06-11;;[];AirBank - Společný;10000.0;10000.0;CZK;1.0;CZK - Společný;10000.0;10000.0;CZK;1.0;17:15;Transfer;Reconciled;
Transfer;2021-06-11;;[];AirBank - Společný;80000.0;80000.0;CZK;1.0;CZK - Společný;80000.0;80000.0;CZK;1.0;15:53;Transfer;Reconciled;
Transfer;2021-06-11;;[];AirBank - Spořící;90000.0;90000.0;CZK;1.0;AirBank - Společný;90000.0;90000.0;CZK;1.0;15:52;Transfer;Reconciled;
Transfer;2021-06-11;;['Vklad - Honza'];KB - Personal - účet;5000.0;5000.0;CZK;1.0;AirBank - Společný;5000.0;5000.0;CZK;1.0;13:39;Transfer;Reconciled;
Transfer;2021-06-11;;['Vklad - Honza'];KB - Personal - účet;15000.0;15000.0;CZK;1.0;AirBank - Spořící;15000.0;15000.0;CZK;1.0;13:38;Transfer;Reconciled;
Transfer;2021-06-11;;[];AirBank - Společný;15000.0;15000.0;CZK;1.0;CZK - Společný;15000.0;15000.0;CZK;1.0;07:15;Transfer;Reconciled;
Transfer;2021-06-11;;[];AirBank - Spořící;15000.0;15000.0;CZK;1.0;AirBank - Společný;15000.0;15000.0;CZK;1.0;07:14;Transfer;Reconciled;
Transfer;2021-06-10;;[];AirBank - Spořící;100.0;100.0;CZK;1.0;AirBank - Společný;100.0;100.0;CZK;1.0;15:57;Transfer;Reconciled;
Transfer;2021-06-10;;[];AirBank - Spořící;919.0;919.0;CZK;1.0;AirBank - Společný;919.0;919.0;CZK;1.0;15:25;Transfer;Reconciled;
Transfer;2021-06-10;;[];AirBank - Spořící;798.36;798.36;CZK;1.0;AirBank - Společný;798.36;798.36;CZK;1.0;13:35;Transfer;Reconciled;
Transfer;2021-06-10;Omylem neslo vybrat ;[];AirBank - Společný;100.0;100.0;CZK;1.0;CZK;100.0;100.0;CZK;1.0;11:29;Transfer;Reconciled;
Transfer;2021-06-10;;[];AirBank - Spořící;5820.0;5820.0;CZK;1.0;AirBank - Společný;5820.0;5820.0;CZK;1.0;11:27;Transfer;Reconciled;
Transfer;2021-06-10;;[];AirBank - Spořící;4500.0;4500.0;CZK;1.0;AirBank - Společný;4500.0;4500.0;CZK;1.0;10:57;Transfer;Reconciled;
Transfer;2021-06-10;;[];AirBank - Spořící;1500.03;1500.03;CZK;1.0;AirBank - Společný;1500.03;1500.03;CZK;1.0;10:49;Transfer;Reconciled;
Transfer;2021-06-10;;[];AirBank - Spořící;2520.0;2520.0;CZK;1.0;AirBank - Společný;2520.0;2520.0;CZK;1.0;10:31;Transfer;Reconciled;
Transfer;2021-06-06;;[];AirBank - Společný;6579.42;6579.42;CZK;1.0;AirBank - Spořící;6579.42;6579.42;CZK;1.0;21:18;Transfer;Reconciled;
Transfer;2021-06-06;;[];AirBank - Spořící;10000.0;10000.0;CZK;1.0;AirBank - Společný;10000.0;10000.0;CZK;1.0;15:17;Transfer;Reconciled;
Transfer;2021-06-04;Svatba;[];AirBank - Společný;150000.0;150000.0;CZK;1.0;AirBank - Spořící;150000.0;150000.0;CZK;1.0;13:05;Transfer;Reconciled;
Transfer;2021-06-03;;[];AirBank - Spořící;35000.0;35000.0;CZK;1.0;AirBank - Společný;35000.0;35000.0;CZK;1.0;18:05;Transfer;Reconciled;
Transfer;2021-06-02;;[];AirBank - Spořící;3801.0;3801.0;CZK;1.0;AirBank - Společný;3801.0;3801.0;CZK;1.0;08:05;Transfer;Reconciled;
Transfer;2021-05-28;;[];KB - Personal - účet;2000.0;2000.0;CZK;1.0;CZK;2000.0;2000.0;CZK;1.0;18:25;Transfer;Cleared;
Transfer;2021-05-28;;[];AirBank - Spořící;2000.0;2000.0;CZK;1.0;AirBank - Společný;2000.0;2000.0;CZK;1.0;14:07;Transfer;Reconciled;
Transfer;2021-05-28;;[];AirBank - Spořící;2183.0;2183.0;CZK;1.0;AirBank - Společný;2183.0;2183.0;CZK;1.0;13:59;Transfer;Reconciled;
Transfer;2021-05-22;;[];AirBank - Společný;210.0;210.0;CZK;1.0;AirBank - Spořící;210.0;210.0;CZK;1.0;19:30;Transfer;Reconciled;
Transfer;2021-05-22;;[];AirBank - Spořící;1399.0;1399.0;CZK;1.0;AirBank - Společný;1399.0;1399.0;CZK;1.0;17:27;Transfer;Reconciled;
Transfer;2021-05-20;;['Vklad - Honza'];KB - Personal - účet;4000.0;4000.0;CZK;1.0;AirBank - Spořící;4000.0;4000.0;CZK;1.0;08:13;Transfer;Reconciled;
Transfer;2021-05-12;;['Vklad - Honza'];KB - Personal - účet;5000.0;5000.0;CZK;1.0;AirBank - Společný;5000.0;5000.0;CZK;1.0;12:36;Transfer;Reconciled;
Transfer;2021-05-12;Svatba;['Vklad - Honza'];KB - Personal - účet;15000.0;15000.0;CZK;1.0;AirBank - Spořící;15000.0;15000.0;CZK;1.0;12:36;Transfer;Reconciled;
Transfer;2021-05-11;;[];AirBank - Spořící;6400.0;6400.0;CZK;1.0;AirBank - Společný;6400.0;6400.0;CZK;1.0;09:06;Transfer;Reconciled;
Transfer;2021-05-03;;[];AirBank - Spořící;8000.0;8000.0;CZK;1.0;AirBank - Společný;8000.0;8000.0;CZK;1.0;15:37;Transfer;Reconciled;
Transfer;2021-04-29;;[];AirBank - Spořící;1335.13;1335.13;CZK;1.0;AirBank - Společný;1335.13;1335.13;CZK;1.0;07:42;Transfer;Reconciled;
Transfer;2021-04-26;;[];KB - Personal - účet;1000.0;1000.0;CZK;1.0;CZK;1000.0;1000.0;CZK;1.0;18:28;Transfer;Cleared;
Transfer;2021-04-26;;[];AirBank - Spořící;3000.0;3000.0;CZK;1.0;AirBank - Společný;3000.0;3000.0;CZK;1.0;14:42;Transfer;Reconciled;
Transfer;2021-04-22;;[];AirBank - Spořící;708.0;708.0;CZK;1.0;AirBank - Společný;708.0;708.0;CZK;1.0;16:29;Transfer;Reconciled;
Transfer;2021-04-19;;[];AirBank - Spořící;7000.0;7000.0;CZK;1.0;AirBank - Společný;7000.0;7000.0;CZK;1.0;13:57;Transfer;Reconciled;
Transfer;2021-04-18;;[];KB - Personal - účet;4000.0;4000.0;CZK;1.0;AirBank - Společný;4000.0;4000.0;CZK;1.0;14:47;Transfer;Reconciled;
Transfer;2021-04-12;;[];AirBank - Společný;3820.0;3820.0;CZK;1.0;AirBank - Spořící;3820.0;3820.0;CZK;1.0;12:40;Transfer;Reconciled;
Transfer;2021-04-12;;[];AirBank - Společný;4104.0;4104.0;CZK;1.0;AirBank - Spořící;4104.0;4104.0;CZK;1.0;12:37;Transfer;Reconciled;
Transfer;2021-04-08;;['Vklad - Honza'];KB - Personal - účet;35000.0;35000.0;CZK;1.0;AirBank - Spořící;35000.0;35000.0;CZK;1.0;08:05;Transfer;Reconciled;
Transfer;2021-04-08;;['Vklad - Honza'];KB - Personal - účet;5000.0;5000.0;CZK;1.0;AirBank - Společný;5000.0;5000.0;CZK;1.0;07:53;Transfer;Reconciled;
Transfer;2021-04-08;;[];AirBank - Společný;6180.0;6180.0;CZK;1.0;AirBank - Spořící;6180.0;6180.0;CZK;1.0;07:33;Transfer;Reconciled;
Transfer;2021-04-07;;[];AirBank - Spořící;10000.0;10000.0;CZK;1.0;AirBank - Společný;10000.0;10000.0;CZK;1.0;12:56;Transfer;Reconciled;
Transfer;2021-04-05;;[];KB - Personal - účet;1000.0;1000.0;CZK;1.0;CZK;1000.0;1000.0;CZK;1.0;20:25;Transfer;Reconciled;
Transfer;2021-03-30;;[];KB - Personal - účet;1500.0;1500.0;CZK;1.0;CZK;1500.0;1500.0;CZK;1.0;11:20;Transfer;Cleared;
Transfer;2021-03-29;;[];AirBank - Společný;6000.0;6000.0;CZK;1.0;AirBank - Spořící;6000.0;6000.0;CZK;1.0;13:01;Transfer;Reconciled;
Transfer;2021-03-28;;[];AirBank - Spořící;1599.0;1599.0;CZK;1.0;AirBank - Společný;1599.0;1599.0;CZK;1.0;14:04;Transfer;Reconciled;
Transfer;2021-03-28;;[];AirBank - Spořící;6752.0;6752.0;CZK;1.0;AirBank - Společný;6752.0;6752.0;CZK;1.0;13:07;Transfer;Reconciled;
Transfer;2021-03-12;;[];AirBank - Spořící;213.0;213.0;CZK;1.0;AirBank - Společný;213.0;213.0;CZK;1.0;19:25;Transfer;Reconciled;
Transfer;2021-03-11;;[];AirBank - Spořící;13440.0;13440.0;CZK;1.0;AirBank - Společný;13440.0;13440.0;CZK;1.0;21:37;Transfer;Reconciled;
Transfer;2021-03-11;;[];AirBank - Spořící;2495.0;2495.0;CZK;1.0;AirBank - Společný;2495.0;2495.0;CZK;1.0;08:05;Transfer;Reconciled;
Transfer;2021-03-10;Svatba;['Vklad - Honza'];KB - Personal - účet;15000.0;15000.0;CZK;1.0;AirBank - Spořící;15000.0;15000.0;CZK;1.0;07:54;Transfer;Reconciled;
Transfer;2021-03-10;;['Vklad - Honza'];KB - Personal - účet;5000.0;5000.0;CZK;1.0;AirBank - Společný;5000.0;5000.0;CZK;1.0;07:54;Transfer;Reconciled;
Transfer;2021-03-08;;[];AirBank - Společný;4594.0;4594.0;CZK;1.0;AirBank - Spořící;4594.0;4594.0;CZK;1.0;10:04;Transfer;Reconciled;
Transfer;2021-03-03;;[];AirBank - Spořící;22970.0;22970.0;CZK;1.0;AirBank - Společný;22970.0;22970.0;CZK;1.0;20:01;Transfer;Reconciled;
Transfer;2021-03-02;;[];AirBank - Spořící;13999.0;13999.0;CZK;1.0;AirBank - Společný;13999.0;13999.0;CZK;1.0;00:01;Transfer;Reconciled;
Transfer;2021-02-22;;[];KB - Personal - účet;500.0;500.0;CZK;1.0;CZK;500.0;500.0;CZK;1.0;22:16;Transfer;Cleared;
Transfer;2021-02-19;;[];KB - Personal - účet;200.0;200.0;CZK;1.0;CZK;200.0;200.0;CZK;1.0;15:34;Transfer;Cleared;
Transfer;2021-02-19;;[];AirBank - Spořící;138.0;138.0;CZK;1.0;AirBank - Společný;138.0;138.0;CZK;1.0;14:42;Transfer;Reconciled;
Transfer;2021-02-18;;[];AirBank - Společný;4080.0;4080.0;CZK;1.0;AirBank - Spořící;4080.0;4080.0;CZK;1.0;15:23;Transfer;Reconciled;
Transfer;2021-02-12;;[];KB - Personal - účet;4000.0;4000.0;CZK;1.0;CZK;4000.0;4000.0;CZK;1.0;15:04;Transfer;Cleared;
Transfer;2021-02-12;;[];AirBank - Společný;100.0;100.0;CZK;1.0;AirBank - VASKO TechDesign;100.0;100.0;CZK;1.0;12:43;Transfer;Reconciled;
Transfer;2021-02-11;;['Vklad - Honza'];KB - Personal - účet;5000.0;5000.0;CZK;1.0;AirBank - Společný;5000.0;5000.0;CZK;1.0;07:01;Transfer;Reconciled;
Transfer;2021-02-11;Svatba;['Vklad - Honza'];KB - Personal - účet;15000.0;15000.0;CZK;1.0;AirBank - Spořící;15000.0;15000.0;CZK;1.0;07:01;Transfer;Reconciled;
Transfer;2021-02-10;;[];AirBank - VASKO TechDesign;1322.0;1322.0;CZK;1.0;AirBank - Společný;1322.0;1322.0;CZK;1.0;14:55;Transfer;Reconciled;
Transfer;2021-02-08;;[];AirBank - Společný;634.79;634.79;CZK;1.0;AirBank - Spořící;634.79;634.79;CZK;1.0;15:20;Transfer;Reconciled;
Transfer;2021-02-07;;[];AirBank - Spořící;4080.0;4080.0;CZK;1.0;AirBank - Společný;4080.0;4080.0;CZK;1.0;15:43;Transfer;Reconciled;
Transfer;2021-02-06;;[];AirBank - Spořící;321.0;321.0;CZK;1.0;AirBank - Společný;321.0;321.0;CZK;1.0;18:24;Transfer;Reconciled;
Transfer;2021-02-04;;[];AirBank - Spořící;133.0;133.0;CZK;1.0;AirBank - Společný;133.0;133.0;CZK;1.0;11:38;Transfer;Reconciled;
Transfer;2021-02-03;;[];AirBank - Spořící;781.87;781.87;CZK;1.0;AirBank - Společný;781.87;781.87;CZK;1.0;19:04;Transfer;Reconciled;
Transfer;2021-02-03;;[];KB - Personal - účet;1000.0;1000.0;CZK;1.0;CZK;1000.0;1000.0;CZK;1.0;17:29;Transfer;Cleared;
Transfer;2021-02-02;;[];AirBank - Spořící;339.15;339.15;CZK;1.0;AirBank - Společný;339.15;339.15;CZK;1.0;19:26;Transfer;Reconciled;
Transfer;2021-02-01;;[];CZK;3000.0;3000.0;CZK;1.0;KB - Personal - účet;3000.0;3000.0;CZK;1.0;08:30;Transfer;Cleared;
Transfer;2021-01-28;;[];KB - Personal - účet;2000.0;2000.0;CZK;1.0;CZK;2000.0;2000.0;CZK;1.0;18:00;Transfer;Cleared;
Transfer;2021-01-23;;[];AirBank - Spořící;1117.37;1117.37;CZK;1.0;AirBank - Společný;1117.37;1117.37;CZK;1.0;18:38;Transfer;Reconciled;
Transfer;2021-01-21;;[];KB - Personal - účet;4000.0;4000.0;CZK;1.0;CZK;4000.0;4000.0;CZK;1.0;17:22;Transfer;Cleared;
Transfer;2021-01-15;;[];KB - Personal - účet;2000.0;2000.0;CZK;1.0;CZK;2000.0;2000.0;CZK;1.0;14:46;Transfer;Cleared;
Transfer;2021-01-13;Svatba;['Vklad - Honza'];KB - Personal - účet;10000.0;10000.0;CZK;1.0;AirBank - Spořící;10000.0;10000.0;CZK;1.0;13:55;Transfer;Reconciled;
Transfer;2021-01-13;;['Vklad - Honza'];KB - Personal - účet;5000.0;5000.0;CZK;1.0;AirBank - Společný;5000.0;5000.0;CZK;1.0;13:55;Transfer;Reconciled;
Transfer;2021-01-11;;[];AirBank - Spořící;1000.0;1000.0;CZK;1.0;AirBank - Společný;1000.0;1000.0;CZK;1.0;07:38;Transfer;Reconciled;
Transfer;2021-01-05;;[];CZK;1000.0;1000.0;CZK;1.0;KB - Personal - účet;1000.0;1000.0;CZK;1.0;18:53;Transfer;Cleared;
Transfer;2021-01-05;Svatba;['Vklad - Honza'];KB - Personal - účet;10000.0;10000.0;CZK;1.0;AirBank - Spořící;10000.0;10000.0;CZK;1.0;14:38;Transfer;Reconciled;
Transfer;2021-01-04;;[];AXA;7314.02;7314.02;CZK;1.0;KB - Personal - účet;7314.02;7314.02;CZK;1.0;07:00;Transfer;Reconciled;
Transfer;2021-01-04;;[];Conseq;2887.01;2887.01;CZK;1.0;KB - Personal - účet;2887.01;2887.01;CZK;1.0;07:00;Transfer;Reconciled;
Transfer;2020-12-30;;[];KB - Personal - účet;1420.0;1420.0;CZK;1.0;CZK;1420.0;1420.0;CZK;1.0;20:54;Transfer;Cleared;
Transfer;2020-12-21;;[];KB - Personal - účet;1000.0;1000.0;CZK;1.0;CZK;1000.0;1000.0;CZK;1.0;13:32;Transfer;Cleared;
Transfer;2020-12-16;;[];AirBank - Spořící;392.71;392.71;CZK;1.0;AirBank - Společný;392.71;392.71;CZK;1.0;22:51;Transfer;Reconciled;
Transfer;2020-12-16;;[];AirBank - Spořící;418.86;418.86;CZK;1.0;AirBank - Společný;418.86;418.86;CZK;1.0;22:21;Transfer;Reconciled;
Transfer;2020-12-16;;[];AirBank - Spořící;702.98;702.98;CZK;1.0;AirBank - Společný;702.98;702.98;CZK;1.0;21:56;Transfer;Reconciled;
Transfer;2020-12-16;;[];AirBank - Spořící;99.29;99.29;CZK;1.0;AirBank - Společný;99.29;99.29;CZK;1.0;21:44;Transfer;Reconciled;
Transfer;2020-12-16;;[];AirBank - Spořící;167.47;167.47;CZK;1.0;AirBank - Společný;167.47;167.47;CZK;1.0;21:34;Transfer;Reconciled;
Transfer;2020-12-12;;[];KB - Personal - účet;100.0;100.0;CZK;1.0;AirBank - Společný;100.0;100.0;CZK;1.0;14:10;Transfer;Reconciled;
Transfer;2020-12-12;;[];AirBank - Společný;100.0;100.0;CZK;1.0;AirBank - VASKO TechDesign;100.0;100.0;CZK;1.0;07:00;Transfer;Reconciled;
Transfer;2020-12-11;;[];KB - Personal - účet;50.0;50.0;CZK;1.0;AirBank - Společný;50.0;50.0;CZK;1.0;15:20;Transfer;Reconciled;
Transfer;2020-12-11;;[];AirBank - Společný;50.0;50.0;CZK;1.0;CZK;50.0;50.0;CZK;1.0;14:34;Transfer;Reconciled;
Transfer;2020-12-11;;['Vklad - Honza'];KB - Personal - účet;5000.0;5000.0;CZK;1.0;AirBank - Společný;5000.0;5000.0;CZK;1.0;08:19;Transfer;Reconciled;
Transfer;2020-12-11;Svatba;['Vklad - Honza'];KB - Personal - účet;10000.0;10000.0;CZK;1.0;AirBank - Spořící;10000.0;10000.0;CZK;1.0;08:19;Transfer;Reconciled;
Transfer;2020-11-29;;[];KB - Personal - účet;3000.0;3000.0;CZK;1.0;CZK;3000.0;3000.0;CZK;1.0;18:36;Transfer;Cleared;
Transfer;2020-11-23;;['Vklad - Honza'];KB - Personal - účet;5000.0;5000.0;CZK;1.0;AirBank - Společný;5000.0;5000.0;CZK;1.0;07:39;Transfer;Reconciled;
Transfer;2020-11-21;;[];KB - Personal - účet;1000.0;1000.0;CZK;1.0;CZK;1000.0;1000.0;CZK;1.0;09:25;Transfer;Cleared;
Transfer;2020-11-11;;['Vklad - Honza'];KB - Personal - účet;5000.0;5000.0;CZK;1.0;AirBank - Společný;5000.0;5000.0;CZK;1.0;10:14;Transfer;Reconciled;
Transfer;2020-11-11;Svatba;['Vklad - Honza'];KB - Personal - účet;10000.0;10000.0;CZK;1.0;AirBank - Spořící;10000.0;10000.0;CZK;1.0;10:14;Transfer;Reconciled;
Transfer;2020-10-26;;[];KB - Personal - účet;1500.0;1500.0;CZK;1.0;CZK;1500.0;1500.0;CZK;1.0;18:53;Transfer;Cleared;
Transfer;2020-10-15;;[];KB - Personal - účet;1500.0;1500.0;CZK;1.0;CZK;1500.0;1500.0;CZK;1.0;17:17;Transfer;Cleared;
Transfer;2020-10-12;Svatba;['Vklad - Honza'];KB - Personal - účet;35000.0;35000.0;CZK;1.0;AirBank - Spořící;35000.0;35000.0;CZK;1.0;08:56;Transfer;Reconciled;
Transfer;2020-10-12;;['Vklad - Honza'];KB - Personal - účet;5000.0;5000.0;CZK;1.0;AirBank - Společný;5000.0;5000.0;CZK;1.0;08:53;Transfer;Reconciled;
Transfer;2020-10-02;;[];KB - Personal - účet;2000.0;2000.0;CZK;1.0;CZK;2000.0;2000.0;CZK;1.0;11:16;Transfer;Cleared;
Transfer;2020-09-21;;[];KB - Personal - účet;1000.0;1000.0;CZK;1.0;CZK;1000.0;1000.0;CZK;1.0;17:59;Transfer;Cleared;
Transfer;2020-09-19;;['Vklad - Honza'];KB - Personal - účet;5000.0;5000.0;CZK;1.0;AirBank - Společný;5000.0;5000.0;CZK;1.0;14:11;Transfer;Reconciled;
Transfer;2020-09-18;Svatba;['Vklad - Honza'];KB - Personal - účet;10000.0;10000.0;CZK;1.0;AirBank - Spořící;10000.0;10000.0;CZK;1.0;11:08;Transfer;Reconciled;
Transfer;2020-08-26;;[];KB - Personal - účet;100.0;100.0;CZK;1.0;AirBank - Společný;100.0;100.0;CZK;1.0;17:33;Transfer;Reconciled;
Transfer;2020-08-24;;[];KB - Personal - účet;1.0;1.0;CZK;1.0;AirBank - Společný;1.0;1.0;CZK;1.0;19:47;Transfer;Reconciled;
Transfer;2020-08-23;;[];KB - Personal - účet;600.0;600.0;CZK;1.0;CZK;600.0;600.0;CZK;1.0;02:03;Transfer;Cleared;
Transfer;2020-08-20;;[];KB - Personal - účet;1000.0;1000.0;CZK;1.0;CZK;1000.0;1000.0;CZK;1.0;17:56;Transfer;Cleared;
Transfer;2020-08-18;;[];KB - Personal - účet;600.0;600.0;CZK;1.0;CZK;600.0;600.0;CZK;1.0;19:24;Transfer;Cleared;
Transfer;2020-08-06;;[];KB - Personal - účet;8000.0;8000.0;CZK;1.0;CZK;8000.0;8000.0;CZK;1.0;17:18;Transfer;Cleared;
Transfer;2020-08-04;;[];KB - Personal - účet;1000.0;1000.0;CZK;1.0;CZK;1000.0;1000.0;CZK;1.0;16:50;Transfer;Cleared;
Transfer;2020-07-24;;[];KB - Personal - účet;2000.0;2000.0;CZK;1.0;CZK;2000.0;2000.0;CZK;1.0;22:15;Transfer;Cleared;
Transfer;2020-07-20;;[];KB - Personal - účet;1000.0;1000.0;CZK;1.0;CZK;1000.0;1000.0;CZK;1.0;11:18;Transfer;Cleared;
Transfer;2020-07-17;;[];KB - Personal - účet;3000.0;3000.0;CZK;1.0;CZK;3000.0;3000.0;CZK;1.0;20:39;Transfer;Cleared;
