Type;Date;Time;From_Account;To_Account;From_Amount;From_Amount_LCY;To_Amount;To_Amount_LCY;From_Currency;To_Currency;Payment_type;Payment_Status;Labels;Notes
Transfer;2021-12-04;22:29;AirBank - Spořící;AirBank - Společný;839.0;839.0;839.0;839.0;CZK;CZK;Transfer;Reconciled;[];
Transfer;2021-12-06;13:33;AirBank - Spořící;AirBank - Společný;1000.0;1000.0;1000.0;1000.0;CZK;CZK;Transfer;Reconciled;[];
Transfer;2021-12-06;17:41;KB - Personal - účet;CZK;1000.0;1000.0;1000.0;1000.0;CZK;CZK;Transfer;Cleared;[];
Transfer;2021-12-08;16:54;AirBank - Spořící;AirBank - Společný;10000.0;10000.0;10000.0;10000.0;CZK;CZK;Transfer;Reconciled;[];
Transfer;2021-12-08;22:01;AirBank - Společný;AirBank - Spořící;1208.0;1208.0;1208.0;1208.0;CZK;CZK;Transfer;Reconciled;[];
Transfer;2021-12-09;07:00;KB - Personal - účet;AirBank - Společný;500.0;500.0;500.0;500.0;CZK;CZK;Transfer;Reconciled;[];
Transfer;2021-12-09;16:54;KB - Personal - účet;AirBank - Spořící;40000.0;40000.0;40000.0;40000.0;CZK;CZK;Transfer;Reconciled;['Vklad - Honza'];
Transfer;2021-12-09;16:54;KB - Personal - účet;AirBank - Společný;5000.0;5000.0;5000.0;5000.0;CZK;CZK;Transfer;Reconciled;['Vklad - Honza'];
Transfer;2021-12-14;19:15;AirBank - Spořící;AirBank - Společný;5000.0;5000.0;5000.0;5000.0;CZK;CZK;Transfer;Reconciled;[];
Transfer;2021-12-14;23:42;AirBank - Společný;AirBank - Spořící;1503.18;1503.18;1503.18;1503.18;CZK;CZK;Transfer;Reconciled;[];
Transfer;2021-12-15;10:05;KB - Personal - účet;AirBank - Spořící;1000.0;1000.0;1000.0;1000.0;CZK;CZK;Transfer;Reconciled;['Renault Laguna', 'Vklad - Honza'];Zaloha na Renault Laguna service, pojisteni, ruceni
Transfer;2021-12-15;17:13;KB - Personal - účet;AirBank - Společný;229.0;229.0;229.0;229.0;CZK;CZK;Transfer;Reconciled;[];
Transfer;2021-12-16;11:42;AirBank - Spořící;AirBank - Společný;1000.0;1000.0;1000.0;1000.0;CZK;CZK;Transfer;Reconciled;[];
Transfer;2021-12-19;10:48;AirBank - Spořící;AirBank - Společný;3000.0;3000.0;3000.0;3000.0;CZK;CZK;Transfer;Reconciled;[];
Transfer;2021-12-19;10:52;KB - Personal - účet;AirBank - Společný;399.0;399.0;399.0;399.0;CZK;CZK;Transfer;Reconciled;[];Spatny nakup Republika
Transfer;2021-12-19;12:29;AirBank - Společný;AirBank - Spořící;1746.84;1746.84;1746.84;1746.84;CZK;CZK;Transfer;Reconciled;[];
Transfer;2021-12-28;19:14;AirBank - Spořící;AirBank - Společný;2046.0;2046.0;2046.0;2046.0;CZK;CZK;Transfer;Reconciled;[];
Transfer;2021-12-29;15:46;KB - Personal - účet;CZK;500.0;500.0;500.0;500.0;CZK;CZK;Transfer;Cleared;[];
